走近大数据之Hive进阶,23285,初级,//img1.mukewang.com/55b730f600017a1f06000338-240-135.jpg,['大数据'],Hive数据操作，查询及Hive编程接口，开发Hive的自定义函数
走近大数据之Hive入门,42023,初级,//img1.mukewang.com/570360ca00010eeb06000338-240-135.jpg,['大数据'],Hive是基于HDFS的数据仓库，教程将向大家介绍Hive的体系结构
Hadoop大数据平台架构与实践--基础篇,104867,初级,//img1.mukewang.com/57035f730001af5706000338-240-135.jpg,['大数据'],Hadoop入门视频教程，大数据人才的入门首选
阿里云助力弹性伸缩服务,16090,高级,//img3.mukewang.com/57466be500018b8006000338-240-135.jpg,['云计算'],阿里云openAPI体系、弹性伸缩以及业务水平扩展能力介绍
云计算 - 引领阿里生态的技术发展之路,24535,高级,//img2.mukewang.com/54b5e5af00010ec406000338-240-135.jpg,['云计算'],简要介绍天猫云计算环境，在双11背后的技术支撑
openstack最新技术解析,19531,高级,//img1.mukewang.com/54b619d70001294906000338-240-135.jpg,['云计算'],了解openstack最新技术动向，以及了解应用中各种问题
在线分布式数据库原理与实践,36709,高级,//img4.mukewang.com/570779200001fde006000338-240-135.jpg,['云计算'],一起学习事务与分布式事务原理与实践干货，欢迎收藏
云安全的架构设计与实践之旅,24757,高级,//img.mukewang.com/5460558c0001f92506000338-240-135.jpg,['云计算'],阿里云公开课，带你更加深入了解云安全架构那些事儿，干货慢慢
OpenStack基础,40239,初级,//img.mukewang.com/572afa460001b1d806000338-240-135.jpg,['云计算'],OpenStack基础教程，介绍了OpenStack的一些基本概念，基本组件
R语言入门,67031,初级,//img1.mukewang.com/559e31c80001971406000338-240-135.jpg,['大数据'],R语言是大数据分析的强大工具之一，本课程为R语言入门教程
